spatial_code,region_name,country_code,country_name,location_code,location_name,date,Plastic: Yokes [1],Plastic: Bags [2],Plastic: Small_bags [3],Plastic: Bag_ends [112],Plastic: Drinks [4],Plastic: Cleaner [5],Plastic: Food [6],Plastic: Toiletries [7],Plastic: Oil_small [8],Plastic: Oil_large [9],Plastic: Jerry_cans [10],Plastic: Injection_gun [11],Plastic: Other_bottles [12],Plastic: Crates [13],Plastic: Car_parts [14],Plastic: Caps [15],Plastic: Cigarettelighters [16],Plastic: Pens [17],Plastic: Combs [18],Plastic: Crisp [19],Plastic: Toys [20],Plastic: Cups [21],Plastic: Cutlery [22],Plastic: Fertiliser [23],Plastic: Meshbags [24],Plastic: Gloves [25],Plastic: Gloves_pro [113],Plastic: Lobsterpots [26],Plastic: Fish_tags [114],Plastic: Octopus_pots [27],Plastic: Oyster_nets [28],Plastic: Oyster_trays [29],Plastic: Mussel_sheeting [30],Plastic: Rope [31],Plastic: String [32],Plastic: Fishing_net_small [115],Plastic: Fishing_net_large [116],Plastic: Tangled [33],Plastic: Fishboxes [34],Plastic: Fishing_line [35],Plastic: Light_sticks [36],Plastic: Floats [37],Plastic: Buckets [38],Plastic: Strapping [39],Plastic: Industrial [40],Plastic: Fibre_glass [41],Plastic: Hard_hats [42],Plastic: Shotgun [43],Plastic: Shoes [44],Plastic: Foam_sponge [45],Plastic: Plastic_small [117],Plastic: Plastic_large [46],Plastic: Plastic_vlarge [47],Plastic: Other [48],Rubber: Balloons [49],Rubber: Boots [50],Rubber: Tyres [52],Rubber: Other [53],Cloth: Clothing [54],Cloth: Furnishings [55],Cloth: Sacking [56],Cloth: Shoes [57],Cloth: Other [59],Paper: Bags [60],Paper: Cardboard [61],Paper: Purepak [118],Paper: Tetrapak [62],Paper: Cig_packets [63],Paper: Cig_stubs [64],Paper: Cups [65],Paper: Newspapers [66],Paper: Other [67],Wood: Corks [68],Wood: Pallets [69],Wood: Crates [70],Wood: Lobsterpots [71],Wood: Fish_boxes [119],Wood: Lolly [72],Wood: Brushes [73],Wood: Other_small [74],Wood: Other_large [75],Metal: Aerosol [76],Metal: Caps [77],Metal: Drink [78],Metal: Bbqs [120],Metal: Electrical [79],Metal: Fishing [80],Metal: Foil [81],Metal: Food [82],Metal: Scrap [83],Metal: Oil [84],Metal: Paint_tins [86],Metal: Lobsterpots [87],Metal: Wire [88],Metal: Other_small [89],Metal: Other_large [90],Glass: Bottles [91],Glass: Bulbs [92],Glass: Other [93],Pottery: Construction [94],Pottery: Octopus_pots [95],Pottery: Other [96],San: Condoms [97],San: Buds [98],San: Towels [99],San: Tampons [100],San: Toilet [101],San: Other [102],Med: Containers [103],Med: Syringes [104],Med: Other [105],Faeces: In_bags [121],Survey: Old_rope_small [200],Survey: Old_rope_large [201],Survey: Old_plastic_pieces [202],Survey: Old_gloves [203],Survey: Old_cartons [204],Survey: Old_oildrums_new [205],Survey: Old_oildrums_old [206],Survey: Old_human_faeces [207],Survey: Old_animal_faeces [208],Survey: Old_cloth_rope [210],Survey: Pellets [998]
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2012-07-19,0,7,13,0,4,0,0,1,0,1,0,0,0,0,0,8,0,0,0,10,0,0,5,0,0,1,0,0,1,0,1,0,0,2,50,28,3,2,0,0,0,0,2,0,5,0,0,0,0,7,10,5,0,1,11,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2012-10-07,0,0,9,1,5,0,4,0,0,0,2,1,0,0,0,19,0,0,0,14,0,1,5,0,0,0,0,0,0,0,0,0,1,9,6,88,0,4,0,0,0,0,0,0,5,0,0,0,0,5,8,26,1,0,11,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2013-02-21,0,3,2,0,6,0,2,0,1,0,0,0,0,0,0,17,0,1,0,16,1,4,3,0,1,0,0,0,1,0,0,0,0,1,36,3,1,2,0,0,0,1,0,3,0,0,0,0,1,17,34,34,2,9,4,0,2,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2013-04-24,0,4,0,1,4,0,1,0,0,0,1,0,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,2,1,15,0,0,0,0,0,0,5,0,0,0,1,2,9,14,1,1,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2013-06-15,0,1,18,0,3,3,3,0,0,0,1,0,0,0,0,19,1,0,0,17,0,3,4,0,0,0,2,0,0,0,0,0,1,3,53,6,1,6,0,0,0,0,1,0,4,0,0,0,2,12,38,47,0,9,13,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2013-10-17,0,6,5,0,6,0,5,3,0,0,0,0,0,0,0,51,2,1,0,8,2,2,3,0,0,4,0,0,4,0,1,0,0,11,51,35,1,10,0,2,2,1,2,7,8,0,0,0,2,19,47,73,1,13,35,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2014-01-07,0,12,7,0,13,2,9,3,0,0,3,0,1,0,0,46,1,3,0,86,1,6,15,2,3,2,1,0,1,0,0,0,0,17,619,24,6,0,0,1,0,0,0,4,15,0,0,3,0,34,63,264,8,12,42,0,3,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2014-04-24,0,3,17,0,11,0,1,0,0,0,0,0,0,0,0,6,0,0,0,14,0,3,5,0,0,0,0,0,0,0,0,0,0,4,107,7,5,14,0,1,0,1,0,4,10,0,0,0,1,26,17,22,0,5,7,0,0,0,6,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2014-06-25,0,8,0,0,4,3,6,0,0,0,0,0,0,0,0,53,1,5,0,12,0,0,2,1,3,0,0,0,1,0,1,0,0,18,187,42,1,7,0,5,0,0,0,2,2,0,0,2,0,25,71,29,0,27,18,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2014-10-23,0,3,17,1,7,0,1,0,0,0,0,0,0,0,0,59,0,3,0,20,0,1,22,0,0,0,0,0,0,0,0,0,0,4,159,1,1,7,0,0,0,0,0,4,15,0,0,1,0,52,151,56,0,2,28,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2015-01-22,0,1,4,0,1,0,1,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,1,1,0,0,1,0,29,62,21,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2015-04-30,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,1,0,0,0,2,3,0,0,0,0,3,8,4,0,0,4,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2015-07-14,0,2,5,1,2,0,4,0,0,0,0,0,0,0,0,7,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,88,9,0,6,0,1,0,0,0,2,11,0,0,0,0,3,14,8,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2015-10-20,0,0,3,1,8,1,1,1,0,0,0,0,0,0,0,9,0,0,0,5,0,0,2,0,0,0,0,0,1,0,1,0,0,3,114,0,0,1,0,0,0,0,0,1,3,0,0,0,0,17,17,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2016-01-14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2016-04-13,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,22,1,0,0,8,1,0,3,0,1,0,0,0,0,0,1,0,0,15,84,0,0,18,0,0,0,0,0,0,4,0,0,0,0,18,25,14,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2016-06-22,0,0,8,0,2,2,2,0,0,0,0,0,0,0,0,14,0,0,0,19,1,2,5,0,0,0,1,0,0,0,0,0,0,0,267,1,0,29,0,0,0,0,0,5,30,0,0,1,0,9,7,5,0,1,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2016-10-10,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,6,0,0,0,1,0,0,0,0,0,0,2,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,15,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2017-01-05,0,0,10,0,2,0,4,0,0,0,0,1,0,0,0,23,0,1,0,14,4,0,9,0,0,0,0,0,0,0,0,0,0,2,35,4,0,8,0,0,1,0,0,1,18,0,0,0,0,21,42,23,0,3,11,0,0,0,0,0,0,0,3,0,0,0,1,0,15,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2017-04-20,0,0,8,1,14,0,4,0,0,0,0,0,0,0,0,17,0,0,0,21,1,4,2,0,0,0,0,0,0,0,0,0,0,1,69,4,0,2,0,0,0,0,0,1,24,0,0,1,0,30,12,21,0,11,9,0,0,1,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2017-07-06,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,15,0,3,3,0,0,0,0,0,1,0,0,0,0,1,58,2,0,23,0,0,0,0,0,2,16,0,0,0,0,11,45,10,0,0,9,0,4,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Noordwijk,North East Atlantic Ocean,NL,Netherlands,NL002,Noordwijk,2017-10-16,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,16,94,10,0,4,0,0,0,0,0,0,6,0,0,0,0,11,19,17,1,1,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2012-01-10,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,13,0,0,0,6,0,3,1,0,1,0,1,0,2,1,3,0,0,7,49,18,0,6,0,1,1,0,0,2,3,0,0,0,0,2,14,17,0,6,7,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2012-04-24,0,4,9,0,7,0,0,1,0,0,0,0,0,0,0,24,3,1,0,13,0,2,4,0,0,0,0,0,0,0,3,0,0,12,95,50,0,19,0,2,0,3,0,3,1,0,0,5,0,10,24,15,0,10,10,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2012-07-25,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,15,1,1,0,9,2,2,4,0,1,0,0,0,0,0,3,0,0,21,56,31,1,11,0,1,1,0,0,0,0,0,0,0,0,8,14,28,0,7,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2012-10-09,0,3,8,2,5,0,2,0,0,0,0,1,0,0,0,22,0,2,0,3,0,0,0,0,2,4,0,0,7,0,0,0,0,7,318,55,13,18,0,0,1,0,0,9,21,0,0,4,2,22,18,54,2,18,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2013-03-06,0,1,1,0,2,0,4,0,0,0,0,0,0,0,0,32,0,1,0,8,5,3,4,2,1,0,1,0,3,0,0,0,0,8,102,27,0,25,0,4,0,0,0,0,2,0,0,15,2,5,72,49,1,16,7,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2013-04-17,0,3,6,0,3,0,2,1,0,0,0,2,0,0,0,22,1,0,0,11,0,2,10,0,0,1,0,0,6,0,0,0,0,2,148,16,1,38,0,2,0,0,0,0,4,0,0,11,2,8,83,34,3,11,9,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2013-07-15,0,4,11,0,5,0,0,0,0,0,0,0,0,0,0,13,3,3,0,7,0,2,8,0,0,2,0,0,0,0,1,0,2,8,144,16,1,21,0,3,1,0,1,2,7,0,0,8,1,11,33,58,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2013-10-22,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,67,1,0,1,0,0,0,0,0,0,2,0,0,0,0,4,2,9,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2014-01-29,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,24,9,1,6,0,1,0,0,0,0,2,0,0,0,0,5,2,1,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2014-05-08,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,2,27,12,4,6,0,1,0,0,0,1,2,0,0,1,0,3,5,8,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2014-07-09,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,9,2,2,0,1,0,0,1,0,0,0,0,0,0,2,23,15,0,11,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
Veere,North East Atlantic Ocean,NL,Netherlands,NL003,Veere,2014-10-28,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
